,sentence_ID,word,label
120,4,are,O
121,4,not,O
122,4,add,O
123,4,-,O
124,4,ons,O
125,4,to,O
126,4,our,O
127,4,business,O
128,4,they,O
129,4,perme-,O
130,4,ate,O
131,4,Novartis,U-PERSON
132,4,to,O
133,4,the,O
134,4,core,O
135,4,and,O
136,4,we,O
137,4,are,O
138,4,owning,O
139,4,this,O
140,4,journey,O
141,4,at,O
142,4,the,O
143,4,most,O
144,4,senior,O
145,4,levels,O
146,4,of,O
147,4,the,O
148,4,company,O
149,4,.,O
150,5,4,U-CARDINAL
151,5,Deepen,O
152,5,our,O
153,5,companys,O
154,5,role,O
155,5,as,O
156,5,a,O
157,5,responsible,O
158,5,citizen,O
159,5,with,O
160,5,a,O
161,5,greater,O
162,5,focus,O
163,5,on,O
164,5,social,O
165,5,impact,O
166,5,valuation,O
167,5,",",O
168,5,CR,O
169,5,materiality,O
170,5,assessment,O
171,5,",",O
172,5,corporate,B-KPI
173,5,volunteering,L-KPI
174,5,and,O
175,5,environmental,B-KPI
176,5,stewardship,L-KPI
177,6,In,O
178,6,2019,U-DATE
179,6,",",O
180,6,we,O
181,6,introduced,O
182,6,new,O
183,6,manage-,O
184,6,ment,O
185,6,targets,O
186,6,covering,O
187,6,environmental,U-KPI
188,6,",",O
189,6,social,U-KPI
190,6,and,O
191,6,governance,U-KPI
192,6,(,O
193,6,ESG,U-KPI
194,6,),O
195,6,topics,U-KPI
196,6,such,O
197,6,as,O
198,6,the,O
199,6,environment,U-KPI
200,6,",",O
201,6,access,O
202,6,to,O
203,6,medicines,O
204,6,",",O
205,6,global,O
206,6,health,O
207,6,",",O
208,6,human,O
209,6,rights,O
210,6,and,O
211,6,third,O
212,6,-,O
213,6,party,O
214,6,risk,O
215,6,.,O
216,7,For,O
217,7,example,O
218,7,",",O
219,7,we,O
220,7,are,O
221,7,currently,O
222,7,working,O
223,7,on,O
224,7,valuing,O
225,7,the,O
226,7,social,O
227,7,return,O
228,7,on,O
229,7,investments,O
230,7,at,O
231,7,the,O
232,7,intersection,O
233,7,of,O
234,7,community,O
235,7,health,O
236,7,and,O
237,7,the,O
238,7,local,B-KPI
239,7,environment,L-KPI
240,7,.,O
241,8,At,O
242,8,the,O
243,8,same,O
244,8,time,O
245,8,",",O
246,8,we,O
247,8,are,O
248,8,taking,O
249,8,steps,O
250,8,to,O
251,8,minimize,O
252,8,our,O
253,8,negative,B-KPI
254,8,environmental,I-KPI
255,8,impact,L-KPI
256,8,",",O
257,8,as,O
258,8,measured,O
259,8,by,O
260,8,the,O
261,8,carbon,O
262,8,",",O
263,8,other,O
264,8,air,B-KPI
265,8,emissions,L-KPI
266,8,",",O
267,8,water,U-KPI
268,8,and,O
269,8,waste,B-KPI
270,8,impacts,L-KPI
271,8,of,O
272,8,our,O
273,8,own,O
274,8,opera-,O
275,8,tions,O
276,8,and,O
277,8,supply,O
278,8,chain,O
279,8,",",O
280,8,which,O
281,8,were,O
282,8,val-,O
283,8,ued,O
284,8,at,O
285,8,USD,B-MONEY
286,8,5.3,I-MONEY
287,8,billion,L-MONEY
288,8,.,O
289,9,In,O
290,9,2019,U-DATE
291,9,",",O
292,9,we,O
293,9,made,O
294,9,further,O
295,9,progress,O
296,9,to,O
297,9,help,O
298,9,increase,O
299,9,our,O
300,9,contributions,O
301,9,to,O
302,9,goal5,O
303,9,(,O
304,9,gender,O
305,9,equality,O
306,9,),O
307,9,",",O
308,9,and,O
309,9,our,O
310,9,ambi-,B-KPI
311,9,tious,I-KPI
312,9,environmental,I-KPI
313,9,sustainability,I-KPI
314,9,strat-,I-KPI
315,9,egy,L-KPI
316,9,and,O
317,9,targets,O
318,9,align,O
319,9,with,O
320,9,goal6,O
321,9,(,O
322,9,clean,B-KPI
323,9,water,L-KPI
324,9,and,O
325,9,sanitation,O
326,9,),O
327,9,",",O
328,9,goal7,O
329,9,(,O
330,9,affordable,U-KPI
331,9,and,O
332,9,clean,B-KPI
333,9,energy,L-KPI
334,9,),O
335,9,",",O
336,9,and,O
337,9,goal12,O
338,9,(,O
339,9,respon-,O
340,9,sible,O
341,9,consumption,O
342,9,),O
343,9,.,O
344,10,TPRM,U-ORG
345,10,assesses,O
346,10,whether,O
347,10,companies,O
348,10,we,O
349,10,do,O
350,10,business,O
351,10,with,O
352,10,meet,O
353,10,the,O
354,10,stand-,O
355,10,ards,O
356,10,for,O
357,10,ethics,O
358,10,",",O
359,10,business,O
360,10,integrity,O
361,10,and,O
362,10,environmental,B-KPI
363,10,sustainability,L-KPI
364,10,that,O
365,10,we,O
366,10,expect,O
367,10,.,O
368,11,In,O
369,11,2019,U-DATE
370,11,",",O
371,11,through,O
372,11,the,O
373,11,TPRM,O
374,11,rollout,O
375,11,",",O
376,11,we,O
377,11,expanded,O
378,11,the,O
379,11,scope,O
380,11,and,O
381,11,enhanced,O
382,11,the,O
383,11,assessment,O
384,11,of,O
385,11,certain,O
386,11,risk,O
387,11,areas,O
388,11,",",O
389,11,such,O
390,11,as,O
391,11,labor,O
392,11,rights,O
393,11,and,O
394,11,environment,U-KPI
395,11,.,O
396,12,The,O
397,12,teams,O
398,12,visited,O
399,12,15,O
400,12,clinics,O
401,12,and,O
402,12,research,O
403,12,institutes,O
404,12,in,O
405,12,eight,O
406,12,cities,O
407,12,",",O
408,12,and,O
409,12,held,O
410,12,exten-,O
411,12,sive,O
412,12,consultations,O
413,12,with,O
414,12,health,O
415,12,authori-,O
416,12,ties,O
417,12,and,O
418,12,local,B-KPI
419,12,stakeholders,L-KPI
420,12,to,O
421,12,better,O
422,12,understand,O
423,12,the,O
424,12,environments,U-KPI
425,12,where,O
426,12,our,O
427,12,medicines,O
428,12,would,O
429,12,be,O
430,12,tested,O
431,12,.,O
432,13,In,O
433,13,this,O
434,13,section,O
435,13,Read,O
436,13,about,O
437,13,our,O
438,13,efforts,O
439,13,to,O
440,13,protect,O
441,13,the,O
442,13,safety,O
443,13,of,O
444,13,those,O
445,13,using,O
446,13,our,O
447,13,medicines,O
448,13,",",O
449,13,care,O
450,13,for,O
451,13,our,O
452,13,people,O
453,13,and,O
454,13,minimize,O
455,13,our,O
456,13,impact,U-KPI
457,13,on,O
458,13,the,O
459,13,environment,U-KPI
460,13,:,O
461,14,We,O
462,14,want,O
463,14,to,O
464,14,be,O
465,14,a,O
466,14,responsible,B-KPI
467,14,citi-,I-KPI
468,14,zen,L-KPI
469,14,wherever,O
470,14,we,O
471,14,do,O
472,14,business,O
473,14,",",O
474,14,and,O
475,14,we,O
476,14,aim,O
477,14,to,O
478,14,minimize,O
479,14,our,O
480,14,environmental,B-KPI
481,14,impact,L-KPI
482,14,around,O
483,14,the,O
484,14,world,U-KPI
485,14,.,O
486,15,Curious,U-KPI
487,15,and,O
488,15,self,U-KPI
489,15,-,O
490,15,aware,B-KPI
491,15,leaders,L-KPI
492,15,also,O
493,15,support,O
494,15,inclusive,B-KPI
495,15,environments,L-KPI
496,15,.,O
497,16,As,O
498,16,such,O
499,16,",",O
500,16,our,O
501,16,Ener-,B-KPI
502,16,gized,L-KPI
503,16,for,O
504,16,Life,O
505,16,initiative,O
506,16,supports,O
507,16,flexible,O
508,16,working,O
509,16,practices,O
510,16,across,O
511,16,all,O
512,16,our,O
513,16,coun-,O
514,16,tries,O
515,16,.,O
516,17,As,O
517,17,part,O
518,17,of,O
519,17,our,O
520,17,talent,O
521,17,strategy,O
522,17,to,O
523,17,attract,O
524,17,and,O
525,17,retain,O
526,17,diverse,B-KPI
527,17,talent,L-KPI
528,17,",",O
529,17,we,O
530,17,provide,O
531,17,employees,U-KPI
532,17,with,O
533,17,opportunities,O
534,17,to,O
535,17,engage,O
536,17,in,O
537,17,employee,O
538,17,resource,O
539,17,groups,O
540,17,(,O
541,17,ERGs,U-KPI
542,17,),O
543,17,",",O
544,17,which,O
545,17,are,O
546,17,voluntary,O
547,17,networks,O
548,17,linking,O
549,17,employees,U-KPI
550,17,around,O
551,17,specific,O
552,17,topics,O
553,17,of,O
554,17,interest,O
555,17,(,O
556,17,e.g.,O
557,17,",",O
558,17,women,O
559,17,and,O
560,17,parents,O
561,17,",",O
562,17,peo-,O
563,17,ple,O
564,17,with,O
565,17,disabilities,O
566,17,",",O
567,17,ethnic,O
568,17,and,O
569,17,cultural,O
570,17,affiliation,O
571,17,",",O
572,17,environmental,B-KPI
573,17,sustainability,L-KPI
574,17,",",O
575,17,mindfulness,O
576,17,",",O
577,17,etc,O
578,17,.,O
579,17,),O
580,17,.,O
581,18,Of,O
582,18,these,O
583,18,incidents,O
584,18,",",O
585,18,47were,O
586,18,considered,O
587,18,potentially,O
588,18,life,O
589,18,threat-,O
590,18,ening,O
591,18,and,O
592,18,",",O
593,18,without,O
594,18,the,O
595,18,alerts,O
596,18,",",O
597,18,may,O
598,18,have,O
599,18,had,O
600,18,severe,B-KPI
601,18,consequences,L-KPI
602,18,for,O
603,18,the,O
604,18,travel-,O
605,18,ers,O
606,18,;,O
607,18,48related,O
608,18,to,O
609,18,security;and14related,O
610,18,to,O
611,18,environmental,B-KPI
612,18,events,L-KPI
613,18,.,O
614,19,Global,O
615,19,Security,O
616,19,works,O
617,19,with,O
618,19,Real,O
619,19,Estate,O
620,19,and,O
621,19,Facility,O
622,19,Services,O
623,19,security,O
624,19,experts,O
625,19,in,O
626,19,assessing,O
627,19,risks,O
628,19,relating,O
629,19,to,O
630,19,Novartis,O
631,19,congresses,O
632,19,",",O
633,19,meetings,O
634,19,and,O
635,19,events,O
636,19,",",O
637,19,and,O
638,19,also,O
639,19,assesses,O
640,19,risks,O
641,19,relating,O
642,19,to,O
643,19,Novartis,O
644,19,business,O
645,19,activities,O
646,19,in,O
647,19,complex,B-KPI
648,19,environ-,I-KPI
649,19,ments,L-KPI
650,19,.,O
651,20,Expanding,O
652,20,our,O
653,20,environmental,B-KPI
654,20,stewardship,L-KPI
655,20,Our,O
656,20,ambition,O
657,20,is,O
658,20,to,O
659,20,be,O
660,20,a,O
661,20,leader,U-KPI
662,20,in,O
663,20,envi-,B-KPI
664,20,ronmental,I-KPI
665,20,sustainability,L-KPI
666,20,",",O
667,20,driving,O
668,20,change,U-KPI
669,20,both,O
670,20,through,O
671,20,our,O
672,20,own,O
673,20,operations,O
674,20,and,O
675,20,across,O
676,20,our,O
677,20,supply,B-KPI
678,20,chain,L-KPI
679,20,.,O
680,21,In,O
681,21,2018,U-DATE
682,21,",",O
683,21,the,O
684,21,ECN,O
685,21,approved,L-KPI
686,21,a,O
687,21,new,B-KPI
688,21,envi-,I-KPI
689,21,ronmental,I-KPI
690,21,sustainability,I-KPI
691,21,strategy,L-KPI
692,21,.,O
693,22,We,O
694,22,made,O
695,22,our,O
696,22,environmental,B-KPI
697,22,perfor-,I-KPI
698,22,mance,L-KPI
699,22,more,O
700,22,visible,O
701,22,in,O
702,22,the,O
703,22,organization,O
704,22,in,O
705,22,2019,U-DATE
706,22,.,O
707,23,We,O
708,23,have,O
709,23,developed,O
710,23,an,O
711,23,envi-,B-KPI
712,23,ronmental,I-KPI
713,23,sustainability,I-KPI
714,23,dashboard,L-KPI
715,23,to,O
716,23,track,O
717,23,quarterly,O
718,23,progress,O
719,23,",",O
720,23,which,O
721,23,is,O
722,23,pre-,O
723,23,sented,O
724,23,to,O
725,23,the,O
726,23,Environmental,B-KPI
727,23,Sustaina-,I-KPI
728,23,bility,O
729,23,(,O
730,23,ES,O
731,23,),O
732,23,Steering,O
733,23,Committee,L-KPI
734,23,and,O
735,23,the,B-ORG
736,23,Trust,I-ORG
737,23,&,I-ORG
738,23,Reputation,I-ORG
739,23,Committee,L-ORG
740,23,",",O
741,23,chaired,O
742,23,by,O
743,23,the,O
744,23,Novartis,O
745,23,CEO,O
746,23,.,O
747,24,Throughout,O
748,24,the,B-DATE
749,24,year,L-DATE
750,24,",",O
751,24,we,O
752,24,continued,O
753,24,to,O
754,24,take,O
755,24,steps,O
756,24,to,O
757,24,further,O
758,24,reduce,O
759,24,our,O
760,24,envi-,B-KPI
761,24,ronmental,I-KPI
762,24,impact,L-KPI
763,24,.,O
764,25,Switch,O
765,25,to,O
766,25,renewable,B-KPI
767,25,energy,L-KPI
768,25,:,O
769,25,We,O
770,25,are,O
771,25,actively,O
772,25,investing,O
773,25,in,O
774,25,renewable,O
775,25,energy,O
776,25,sources,O
777,25,.,O
778,26,Our,O
779,26,Santa,B-KPI
780,26,Rita,I-KPI
781,26,East,I-KPI
782,26,wind,I-KPI
783,26,farm,I-KPI
784,26,developed,L-KPI
785,26,with,O
786,26,Invenergy,B-KPI
787,26,went,L-KPI
788,26,online,O
789,26,in,O
790,26,Texas,U-KPI
791,26,in,O
792,26,the,B-GPE
793,26,US,L-GPE
794,26,in,O
795,26,2019,U-KPI
796,26,.,O
797,27,Update,O
798,27,our,O
799,27,manufacturing,O
800,27,technology,O
801,27,:,O
802,27,We,O
803,27,have,O
804,27,begun,O
805,27,to,O
806,27,shift,O
807,27,away,O
808,27,from,O
809,27,tradi-,O
810,27,tional,O
811,27,chemistry,O
812,27,manufacturing,O
813,27,toward,O
814,27,more,O
815,27,sustainable,U-KPI
816,27,",",O
817,27,environmentally,B-KPI
818,27,friend,I-KPI
819,27,ly,L-KPI
820,27,approaches,O
821,27,like,O
822,27,continuous,O
823,27,manufacturing,O
824,27,",",O
825,27,biotechnology,O
826,27,and,O
827,27,sur-,B-KPI
828,27,factant,L-KPI
829,27,technology,O
830,27,.,O
831,28,To,O
832,28,have,O
833,28,a,O
834,28,positive,B-KPI
835,28,environmental,I-KPI
836,28,impact,L-KPI
837,28,",",O
838,28,we,O
839,28,can,O
840,28,not,O
841,28,limit,O
842,28,our,O
843,28,efforts,O
844,28,to,O
845,28,activities,O
846,28,that,O
847,28,take,O
848,28,place,U-KPI
849,28,within,O
850,28,Novartis,U-PERSON
851,28,",",O
852,28,since,O
853,28,our,O
854,28,supply,B-KPI
855,28,chain,I-KPI
856,28,makes,L-KPI
857,28,up,O
858,28,80,O
859,28,%,O
860,28,of,O
861,28,our,O
862,28,overall,B-KPI
863,28,environmental,I-KPI
864,28,footprint,L-KPI
865,28,.,O
866,29,In,O
867,29,late,B-KPI
868,29,2019,L-KPI
869,29,",",O
870,29,the,O
871,29,ES,O
872,29,Steering,I-KPI
873,29,Committee,I-KPI
874,29,approved,L-KPI
875,29,a,O
876,29,pilot,O
877,29,take,O
878,29,-,O
879,29,back,O
880,29,scheme,O
881,29,for,O
882,29,our,O
883,29,Breezhaler,O
884,29,",",O
885,29,the,O
886,29,inhaler,U-KPI
887,29,used,O
888,29,for,O
889,29,the,O
890,29,delivery,O
891,29,of,O
892,29,different,O
893,29,medications,O
894,29,for,O
895,29,chronic,O
896,29,obstructive,O
897,29,pulmonary,O
898,29,disease,O
899,29,.,O
900,30,We,O
901,30,are,O
902,30,taking,O
903,30,a,O
904,30,phased,O
905,30,approach,O
906,30,to,O
907,30,banning,O
908,30,single,U-KPI
909,30,-,O
910,30,use,B-KPI
911,30,plastic,I-KPI
912,30,bottles,I-KPI
913,30,glob-,I-KPI
914,30,ally,L-KPI
915,30,by,O
916,30,2021,U-KPI
917,30,.,O
918,31,In,O
919,31,2019,U-DATE
920,31,",",O
921,31,we,O
922,31,launched,O
923,31,the,O
924,31,One,O
925,31,Novartis,B-KPI
926,31,Environ-,I-KPI
927,31,mental,I-KPI
928,31,Sustainability,I-KPI
929,31,Team,L-KPI
930,31,(,O
931,31,ONEST,U-KPI
932,31,),O
933,31,",",O
934,31,a,O
935,31,network,O
936,31,of,O
937,31,more,O
938,31,than,O
939,31,200,O
940,31,people,O
941,31,across,O
942,31,32,O
943,31,countries,O
944,31,focused,O
945,31,on,O
946,31,envi-,B-KPI
947,31,ronmental,I-KPI
948,31,sustainability,L-KPI
949,31,at,O
950,31,Novartis,U-PERSON
951,31,.,O
952,32,ONEST,B-KPI
953,32,aims,L-KPI
954,32,to,O
955,32,offer,O
956,32,a,O
957,32,work,O
958,32,structure,O
959,32,for,O
960,32,employees,O
961,32,wishing,O
962,32,to,O
963,32,contribute,O
964,32,to,O
965,32,the,O
966,32,achievement,O
967,32,of,O
968,32,our,O
969,32,environmental,B-KPI
970,32,targets,L-KPI
971,32,through,O
972,32,business,O
973,32,-,O
974,32,related,O
975,32,",",O
976,32,glob-,O
977,32,ally,O
978,32,scalable,O
979,32,ideas,O
980,32,.,O
981,33,For,O
982,33,the,B-DATE
983,33,past,I-DATE
984,33,five,I-DATE
985,33,years,L-DATE
986,33,",",O
987,33,Novartis,U-PERSON
988,33,has,O
989,33,contributed,O
990,33,to,O
991,33,the,O
992,33,Innovative,O
993,33,Medicines,O
994,33,Initiatives,O
995,33,Intelligence,O
996,33,-,O
997,33,led,O
998,33,Assessment,O
999,33,of,O
1000,33,Pharmaceuticals,O
1001,33,in,O
1002,33,the,O
1003,33,Environment,B-KPI
1004,33,project,L-KPI
1005,33,to,O
1006,33,support,O
1007,33,the,O
1008,33,prioritization,O
1009,33,of,O
1010,33,medicinal,O
1011,33,compounds,O
1012,33,for,O
1013,33,environmen-,B-KPI
1014,33,tal,I-KPI
1015,33,risk,I-KPI
1016,33,assessments,L-KPI
1017,33,.,O
1018,34,Environmen-,B-KPI
1019,34,tal,L-KPI
1020,34,data,O
1021,34,is,O
1022,34,based,O
1023,34,on,O
1024,34,nine,O
1025,34,-,O
1026,34,month,O
1027,34,actual,O
1028,34,data,O
1029,34,(,O
1030,34,January,B-DATE
1031,34,to,I-DATE
1032,34,September,I-DATE
1033,34,2019,L-DATE
1034,34,),O
1035,34,plus,O
1036,34,three,O
1037,34,-,O
1038,34,month,O
1039,34,estimates,O
1040,34,.,O
1041,35,35.8,B-KPI
1042,35,45,I-KPI
1043,35,48,L-KPI
1044,35,/,O
1045,35,52,O
1046,35,5.0,O
1047,35,/,O
1048,35,6.0,O
1049,35,51,O
1050,35,/,O
1051,35,49,O
1052,35,49,O
1053,35,/,O
1054,35,51,O
1055,35,31,O
1056,35,/,O
1057,35,69,O
1058,35,51905,O
1059,35,2327,O
1060,35,52691,O
1061,35,1718,O
1062,35,27226,O
1063,35,668,U-CARDINAL
1064,35,59956,O
1065,35,3063,O
1066,35,5515,O
1067,35,195,B-KPI
1068,35,16078,L-KPI
1069,35,128,O
1070,35,66167,O
1071,35,7338,O
1072,35,82105,O
1073,35,1246,U-KPI
1074,36,2017,O
1075,36,0.12,O
1076,36,0.37,L-KPI
1077,36,13.35,O
1078,36,330.5,O
1079,36,140.8,O
1080,36,461.8,I-KPI
1081,36,200.0,O
1082,36,933.1,O
1083,36,71.8,O
1084,36,22.03,I-KPI
1085,36,8.74,I-KPI
1086,36,75.58,I-KPI
1087,36,457.22,I-KPI
1088,36,81.3,I-KPI
1089,36,53.2,I-KPI
1090,36,12.7,I-KPI
1091,36,48.1,I-KPI
1092,36,72.3,L-KPI
1093,36,12.2,O
1094,37,7,O
1095,37,High,O
1096,37,-,O
1097,37,level,O
1098,37,audits,O
1099,37,8,U-CARDINAL
1100,37,The,O
1101,37,2019,B-KPI
1102,37,environmental,I-KPI
1103,37,sustainability,I-KPI
1104,37,data,I-KPI
1105,37,published,L-KPI
1106,37,in,O
1107,37,this,O
1108,37,report,O
1109,37,are,O
1110,37,actual,O
1111,37,data,O
1112,37,for,O
1113,37,the,O
1114,37,period,O
1115,37,from,O
1116,37,January,B-DATE
1117,37,through,I-DATE
1118,37,September,L-DATE
1119,37,",",O
1120,37,and,O
1121,37,best,O
1122,37,estimates,O
1123,37,for,O
1124,37,the,O
1125,37,period,O
1126,37,from,O
1127,37,October,B-DATE
1128,37,through,I-DATE
1129,37,December,L-DATE
1130,37,",",O
1131,37,which,O
1132,37,will,O
1133,37,be,O
1134,37,updated,O
1135,37,with,O
1136,37,actual,O
1137,37,data,O
1138,37,in,O
1139,37,the,B-DATE
1140,37,first,I-DATE
1141,37,quarter,I-DATE
1142,37,of,I-DATE
1143,37,2020,L-DATE
1144,37,.,O
1145,38,Financial,O
1146,38,implications,O
1147,38,and,O
1148,38,other,O
1149,38,risks,O
1150,38,and,O
1151,38,opportunities,O
1152,38,due,O
1153,38,to,O
1154,38,climate,O
1155,38,change,O
1156,38,Significant,O
1157,38,indirect,O
1158,38,economic,O
1159,38,impacts,O
1160,38,Proportion,O
1161,38,of,O
1162,38,spending,O
1163,38,on,O
1164,38,local,O
1165,38,suppliers,O
1166,38,Operations,U-ORG
1167,38,assessed,O
1168,38,for,O
1169,38,risks,O
1170,38,related,O
1171,38,to,O
1172,38,corruption,O
1173,38,Legal,O
1174,38,actions,O
1175,38,for,O
1176,38,anti,O
1177,38,-,O
1178,38,competitive,O
1179,38,behavior,O
1180,38,",",O
1181,38,anti,O
1182,38,-,O
1183,38,trust,O
1184,38,and,O
1185,38,monopoly,O
1186,38,practices,O
1187,39,In,O
1188,39,the,O
1189,39,context,U-KPI
1190,39,of,O
1191,39,total,O
1192,39,impact,O
1193,39,",",O
1194,39,pages,O
1195,39,10,B-CARDINAL
1196,39,-,I-CARDINAL
1197,39,11,L-CARDINAL
1198,39,of,O
1199,39,the,O
1200,39,2019,B-KPI
1201,39,NiS,I-KPI
1202,39,report,I-KPI
1203,39,explain,L-KPI
1204,39,the,O
1205,39,Novartis,B-KPI
1206,39,financial,L-KPI
1207,39,",",O
1208,39,social,U-KPI
1209,39,and,O
1210,39,environmental,B-KPI
1211,39,impact,L-KPI
1212,39,.,O
1213,40,In,O
1214,40,the,O
1215,40,section,O
1216,40,expanding,O
1217,40,our,O
1218,40,environmental,B-KPI
1219,40,stewardship,L-KPI
1220,40,",",O
1221,40,we,O
1222,40,address,O
1223,40,the,O
1224,40,three,O
1225,40,priority,O
1226,40,topics,O
1227,40,pharmaceuticals,O
1228,40,in,O
1229,40,the,O
1230,40,environment,U-KPI
1231,40,",",O
1232,40,pollution,B-KPI
1233,40,waste,L-KPI
1234,40,and,O
1235,40,effluents,U-KPI
1236,40,and,O
1237,40,sustainable,B-KPI
1238,40,use,L-KPI
1239,40,of,O
1240,40,resources,O
1241,40,.,O
1242,41,This,O
1243,41,section,O
1244,41,includes,O
1245,41,our,O
1246,41,work,O
1247,41,in,O
1248,41,the,B-LOC
1249,41,Antimicrobial,I-LOC
1250,41,Resistance,L-LOC
1251,41,(,O
1252,41,AMR,O
1253,41,),O
1254,41,Industry,O
1255,41,Alliance,O
1256,41,and,O
1257,41,in,O
1258,41,the,O
1259,41,Innovative,O
1260,41,Medicines,O
1261,41,Initiative,O
1262,41,for,O
1263,41,the,B-LAW
1264,41,Intelligent,I-LAW
1265,41,Assessment,I-LAW
1266,41,of,I-LAW
1267,41,Pharmaceuticals,L-LAW
1268,41,in,O
1269,41,the,O
1270,41,Environment,U-KPI
1271,41,(,O
1272,41,IMI,O
1273,41,-,O
1274,41,iPiE,O
1275,41,),O
1276,41,.,O
1277,42,We,O
1278,42,further,O
1279,42,include,O
1280,42,our,O
1281,42,commitments,O
1282,42,and,O
1283,42,targets,O
1284,42,",",O
1285,42,approach,O
1286,42,and,O
1287,42,performance,O
1288,42,(,O
1289,42,our,O
1290,42,environmental,B-KPI
1291,42,performance,I-KPI
1292,42,indicators,L-KPI
1293,42,),O
1294,42,in,O
1295,42,managing,O
1296,42,waste,U-KPI
1297,42,",",O
1298,42,and,O
1299,42,our,O
1300,42,efforts,O
1301,42,in,O
1302,42,the,O
1303,42,sustainable,B-KPI
1304,42,use,L-KPI
1305,42,of,O
1306,42,resources,O
1307,42,.,O
1308,43,Environmental,B-KPI
1309,43,protection,I-KPI
1310,43,3.1,L-KPI
1311,43,.,O
1312,44,Pharmaceuticals,O
1313,44,in,O
1314,44,the,O
1315,44,environment,B-KPI
1316,44,Efforts,L-KPI
1317,44,to,O
1318,44,minimize,O
1319,44,the,O
1320,44,environmental,B-KPI
1321,44,impact,L-KPI
1322,44,of,O
1323,44,our,O
1324,44,activ-,O
1325,44,ities,O
1326,44,and,O
1327,44,products,O
1328,44,over,O
1329,44,their,O
1330,44,lifecycle,U-KPI
1331,44,and,O
1332,44,to,O
1333,44,ensure,O
1334,44,proper,O
1335,44,and,O
1336,44,legal,O
1337,44,disposal,O
1338,44,of,O
1339,44,waste,B-KPI
1340,44,containing,L-KPI
1341,44,active,O
1342,44,pharmaceutical,O
1343,44,ingredients,O
1344,44,.,O
1345,45,White,O
1346,45,paper,O
1347,45,:,O
1348,45,operationalizing,O
1349,45,impact,O
1350,45,valuation,O
1351,45,The,O
1352,45,global,O
1353,45,economic,O
1354,45,impact,O
1355,45,of,O
1356,45,Novartis,U-PERSON
1357,45,:,O
1358,45,case,B-KPI
1359,45,study,L-KPI
1360,45,The,O
1361,45,social,O
1362,45,impact,O
1363,45,of,O
1364,45,Novartis,O
1365,45,medicines,O
1366,45,:,O
1367,45,two,O
1368,45,case,O
1369,45,studies,O
1370,45,from,O
1371,45,South,B-KPI
1372,45,Africa,L-KPI
1373,45,and,O
1374,45,Kenya,U-GPE
1375,45,The,O
1376,45,environmental,B-KPI
1377,45,impact,L-KPI
1378,45,of,O
1379,45,Novartis,U-PERSON
1380,45,along,O
1381,45,global,O
1382,45,supply,O
1383,45,chains,O
1384,45,:,O
1385,45,case,B-KPI
1386,45,study,O
1387,45,Valuing,O
1388,45,the,O
1389,45,impact,O
1390,45,of,O
1391,45,wages,O
1392,45,on,O
1393,45,human,O
1394,45,capital,O
1395,45,Monetizing,O
1396,45,impact,O
1397,45,dimensions,O
1398,45,of,O
1399,45,material,O
1400,45,issue,O
1401,45,areas,O
1402,45,Introductory,O
1403,45,video,O
1404,45,on,O
